Date,LLM Response
10_28_2025,"{
  ""Communication Services"": 0.18,
  ""Consumer Discretionary"": 0.24,
  ""Consumer Staples"": 0.08,
  ""Energy"": 0.12,
  ""Financials"": 0.1,
  ""Health Care"": 0.16,
  ""Industrials"": 0.19,
  ""Information Technology"": 0.35,
  ""Materials"": 0.14,
  ""Real Estate"": 0.09,
  ""Utilities"": 0.11
}"
10_29_2024,"{""Communication Services"":0.12,""Consumer Discretionary"":-0.18,""Consumer Staples"":-0.22,""Energy"":0.08,""Financials"":0.14,""Health Care"":0.05,""Industrials"":-0.06,""Information Technology"":0.18,""Materials"":0.03,""Real Estate"":-0.24,""Utilities"":-0.12}"
10_29_2025,"{""Communication Services"":0.72,""Consumer Discretionary"":0.64,""Consumer Staples"":0.12,""Energy"":0.18,""Financials"":0.28,""Health Care"":0.05,""Industrials"":0.31,""Information Technology"":0.91,""Materials"":0.24,""Real Estate"":0.09,""Utilities"":0.22}"
10_30_2024,"{""Communication Services"":0.85,""Consumer Discretionary"":0.22,""Consumer Staples"":-0.18,""Energy"":0.14,""Financials"":0.31,""Health Care"":-0.42,""Industrials"":-0.36,""Information Technology"":0.93,""Materials"":-0.27,""Real Estate"":0.08,""Utilities"":0.12}"
10_30_2025,"{""Communication Services"":0.62,""Consumer Discretionary"":0.05,""Consumer Staples"":0.12,""Energy"":0.31,""Financials"":0.08,""Health Care"":0.46,""Industrials"":0.14,""Information Technology"":0.58,""Materials"":0.22,""Real Estate"":-0.04,""Utilities"":0.18}"
10_31_2024,"{
  ""Consumer Discretionary"": 0.15,
  ""Consumer Staples"": 0.05,
  ""Energy"": 0.2,
  ""Financials"": 0.25,
  ""Health Care"": 0.0,
  ""Industrials"": 0.1,
  ""Information Technology"": -0.35,
  ""Materials"": 0.0,
  ""Real Estate"": 0.1,
  ""Communication Services"": -0.3,
  ""Utilities"": 0.08
}"
10_31_2025,"{""Communication Services"":0.72,""Consumer Discretionary"":0.9,""Consumer Staples"":0.18,""Energy"":0.28,""Financials"":0.22,""Health Care"":0.12,""Industrials"":0.31,""Information Technology"":0.95,""Materials"":0.27,""Real Estate"":0.08,""Utilities"":0.19}"
10_03_2025,"{
  ""Information Technology"": 0.65,
  ""Health Care"": 0.28,
  ""Financials"": 0.42,
  ""Consumer Discretionary"": 0.48,
  ""Consumer Staples"": 0.12,
  ""Energy"": 0.24,
  ""Industrials"": 0.18,
  ""Materials"": 0.39,
  ""Utilities"": 0.1,
  ""Real Estate"": 0.05,
  ""Communication Services"": 0.58
}"
10_06_2025,"{""Communication Services"":0.35,""Consumer Discretionary"":0.25,""Consumer Staples"":0.1,""Energy"":0.2,""Financials"":0.3,""Health Care"":0.15,""Industrials"":0.45,""Information Technology"":0.8,""Materials"":0.2,""Real Estate"":0.05,""Utilities"":0.4}"
10_07_2025,"{
  ""InformationTechnology"": 0.82,
  ""Financials"": 0.34,
  ""HealthCare"": 0.12,
  ""ConsumerDiscretionary"": 0.41,
  ""ConsumerStaples"": 0.05,
  ""Industrials"": 0.28,
  ""Energy"": 0.18,
  ""Materials"": 0.57,
  ""Utilities"": -0.08,
  ""RealEstate"": 0.22,
  ""CommunicationServices"": 0.76,
  ""BasicMaterials"": 0.57
}"
10_08_2025,"{""Communication Services"":0.5,""Consumer Discretionary"":0.35,""Consumer Staples"":0.05,""Energy"":0.1,""Financials"":-0.15,""Health Care"":0.0,""Industrials"":0.05,""Information Technology"":0.55,""Materials"":0.15,""Real Estate"":-0.1,""Utilities"":0.2}"
10_09_2025,"{
  ""Communication Services"": 0.18,
  ""Consumer Discretionary"": 0.46,
  ""Consumer Staples"": 0.24,
  ""Energy"": 0.28,
  ""Financials"": 0.12,
  ""Health Care"": 0.05,
  ""Industrials"": 0.31,
  ""Information Technology"": 0.58,
  ""Materials"": 0.36,
  ""Real Estate"": 0.08,
  ""Utilities"": 0.14
}"
11_01_2024,"{
  ""Communication Services"": 0.12,
  ""Consumer Discretionary"": 0.28,
  ""Consumer Staples"": -0.08,
  ""Energy"": 0.22,
  ""Financials"": 0.18,
  ""Health Care"": -0.12,
  ""Industrials"": -0.05,
  ""Information Technology"": 0.34,
  ""Materials"": 0.06,
  ""Real Estate"": -0.1,
  ""Utilities"": -0.07
}"
11_04_2024,"{""Communication Services"":0.12,""Consumer Discretionary"":0.08,""Consumer Staples"":-0.05,""Energy"":0.28,""Financials"":0.18,""Health Care"":0.04,""Industrials"":0.02,""Information Technology"":0.10,""Materials"":0.00,""Real Estate"":-0.08,""Utilities"":-0.02}"
11_07_2024,"{
  ""Financials"": 0.7,
  ""Information Technology"": 0.55,
  ""Consumer Discretionary"": 0.65,
  ""Consumer Staples"": -0.15,
  ""Health Care"": 0.2,
  ""Industrials"": -0.05,
  ""Materials"": 0.15,
  ""Energy"": -0.1,
  ""Utilities"": -0.2,
  ""Real Estate"": 0.05,
  ""Communication Services"": 0.4
}"
11_10_2025,"{""Communication Services"":0.35,""Consumer Discretionary"":0.25,""Consumer Staples"":0.15,""Energy"":0.05,""Financials"":0.2,""Health Care"":-0.1,""Industrials"":-0.05,""Information Technology"":0.7,""Materials"":0.1,""Real Estate"":-0.05,""Utilities"":0.0}"
11_11_2024,"{
  ""S&P 500"": 0.75,
  ""Information Technology"": 0.85,
  ""Communication Services"": 0.35,
  ""Consumer Discretionary"": 0.8,
  ""Consumer Staples"": -0.1,
  ""Health Care"": 0.05,
  ""Financials"": 0.7,
  ""Industrials"": 0.25,
  ""Materials"": 0.1,
  ""Energy"": 0.45,
  ""Utilities"": -0.15,
  ""Real Estate"": -0.35
}"
11_11_2025,"{""communication_services"":0.35,""consumer_discretionary"":0.1,""consumer_staples"":0.02,""energy"":0.28,""financials"":-0.05,""health_care"":-0.12,""industrials"":0.18,""information_technology"":0.12,""materials"":0.22,""real_estate"":-0.08,""utilities"":0.05}"
11_12_2024,"{""Communication Services"":0.35,""Consumer Discretionary"":0.25,""Consumer Staples"":0.1,""Energy"":0.15,""Financials"":0.3,""Health Care"":-0.05,""Industrials"":0.2,""Information Technology"":0.25,""Materials"":0.1,""Real Estate"":-0.35,""Utilities"":-0.1}"
11_12_2025,"{""Communication Services"":0.55,""Consumer Discretionary"":0.48,""Consumer Staples"":0.22,""Energy"":0.33,""Financials"":0.44,""Health Care"":0.12,""Industrials"":0.31,""Information Technology"":0.72,""Materials"":0.58,""Real Estate"":0.19,""Utilities"":0.27}"
11_13_2024,"{
  ""Communication Services"": 0.4,
  ""Consumer Discretionary"": 0.2,
  ""Consumer Staples"": -0.1,
  ""Energy"": 0.1,
  ""Financials"": 0.8,
  ""Health Care"": 0.0,
  ""Industrials"": 0.5,
  ""Information Technology"": 0.3,
  ""Materials"": 0.1,
  ""Real Estate"": -0.1,
  ""Utilities"": -0.2
}"
11_13_2025,"{""Communication Services"":0.45,""Consumer Discretionary"":0.25,""Consumer Staples"":-0.1,""Energy"":0.05,""Financials"":0.35,""Health Care"":0.15,""Industrials"":0.4,""Information Technology"":0.7,""Materials"":0.1,""Real Estate"":-0.15,""Utilities"":0.05}"
11_14_2024,"{""Communication Services"":0.45,""Consumer Discretionary"":0.28,""Consumer Staples"":0.05,""Energy"":-0.12,""Financials"":0.18,""Health Care"":0.08,""Industrials"":0.14,""Information Technology"":0.32,""Materials"":-0.18,""Real Estate"":0.02,""Utilities"":-0.22}"
11_14_2025,"{""Communication Services"":0.15,""Consumer Discretionary"":-0.05,""Consumer Staples"":0.1,""Energy"":0.05,""Financials"":0.2,""Health Care"":0.15,""Industrials"":0.05,""Information Technology"":-0.35,""Materials"":0.1,""Real Estate"":-0.1,""Utilities"":0.0}"
11_15_2024,"{""Communication Services"":0.55,""Consumer Discretionary"":0.35,""Consumer Staples"":0.1,""Energy"":0.05,""Financials"":0.75,""Health Care"":-0.15,""Industrials"":0.6,""Information Technology"":0.7,""Materials"":0.1,""Real Estate"":0.0,""Utilities"":-0.05}"
11_17_2025,"{""Communication Services"":0.35,""Consumer Discretionary"":0.1,""Consumer Staples"":0.15,""Energy"":0.0,""Financials"":0.2,""Health Care"":0.05,""Industrials"":0.1,""Information Technology"":0.45,""Materials"":-0.05,""Real Estate"":0.05,""Utilities"":0.0}"
11_18_2024,"{""Communication Services"":0.05,""Consumer Discretionary"":0.18,""Consumer Staples"":0.24,""Energy"":0.12,""Financials"":0.09,""Health Care"":0.08,""Industrials"":0.14,""Information Technology"":0.2,""Materials"":0.06,""Real Estate"":-0.03,""Utilities"":0.01}"
11_18_2025,"{""Communication Services"":0.1,""Consumer Discretionary"":-0.45,""Consumer Staples"":-0.1,""Energy"":0.15,""Financials"":-0.2,""Health Care"":0.2,""Industrials"":-0.3,""Information Technology"":-0.55,""Materials"":-0.15,""Real Estate"":-0.35,""Utilities"":0.05}"
11_19_2024,"{""Communication Services"":0.25,""Consumer Discretionary"":0.35,""Consumer Staples"":0.2,""Energy"":-0.1,""Financials"":0.15,""Health Care"":0.0,""Industrials"":0.1,""Information Technology"":0.2,""Materials"":0.3,""Real Estate"":-0.25,""Utilities"":0.05}"
11_19_2025,"{
  ""Information Technology"": 0.3,
  ""Communication Services"": 0.15,
  ""Consumer Discretionary"": -0.35,
  ""Consumer Staples"": -0.05,
  ""Financials"": 0.1,
  ""Health Care"": 0.0,
  ""Industrials"": 0.2,
  ""Materials"": 0.05,
  ""Energy"": 0.15,
  ""Utilities"": 0.25,
  ""Real Estate"": -0.1
}"
11_20_2024,"{""communication_services"":0.4,""consumer_discretionary"":-0.7,""consumer_staples"":-0.2,""energy"":0.2,""financials"":0.5,""health_care"":0.1,""industrials"":0.1,""information_technology"":0.7,""materials"":-0.1,""real_estate"":-0.1,""utilities"":0.0}"
11_20_2025,"{""Communication Services"":0.1,""Consumer Discretionary"":0.2,""Consumer Staples"":0.35,""Energy"":0.05,""Financials"":0.15,""Health Care"":0.05,""Industrials"":0.1,""Information Technology"":0.85,""Materials"":0.0,""Real Estate"":-0.1,""Utilities"":0.15}"
11_21_2024,"{""CommunicationServices"":0.05,""ConsumerDiscretionary"":0.1,""ConsumerStaples"":0.02,""Energy"":0.08,""Financials"":0.18,""HealthCare"":0.06,""Industrials"":-0.05,""InformationTechnology"":0.42,""Materials"":0.01,""RealEstate"":-0.1,""Utilities"":0.0}"
11_21_2025,"{""Communication Services"":0.42,""Consumer Discretionary"":0.31,""Consumer Staples"":0.18,""Energy"":0.05,""Financials"":0.12,""Health Care"":0.22,""Industrials"":0.14,""Information Technology"":0.24,""Materials"":0.03,""Real Estate"":0.16,""Utilities"":0.08}"
11_22_2024,"{""Communication Services"":0.2,""Consumer Discretionary"":0.3,""Consumer Staples"":0.15,""Energy"":0.35,""Financials"":0.1,""Health Care"":-0.25,""Industrials"":0.05,""Information Technology"":0.25,""Materials"":-0.1,""Real Estate"":0.0,""Utilities"":0.05}"
11_24_2025,"{
  ""Communication Services"": 0.78,
  ""Consumer Discretionary"": 0.64,
  ""Consumer Staples"": 0.42,
  ""Energy"": -0.22,
  ""Financials"": 0.31,
  ""Health Care"": 0.18,
  ""Industrials"": 0.57,
  ""Information Technology"": 0.82,
  ""Materials"": 0.46,
  ""Real Estate"": 0.21,
  ""Utilities"": 0.12
}"
11_25_2024,"{
  ""Consumer Discretionary"": 0.55,
  ""Consumer Staples"": 0.15,
  ""Energy"": 0.3,
  ""Financials"": 0.7,
  ""Health Care"": -0.05,
  ""Industrials"": 0.35,
  ""Information Technology"": 0.45,
  ""Materials"": 0.2,
  ""Real Estate"": 0.1,
  ""Communication Services"": 0.25,
  ""Utilities"": 0.05
}"
11_25_2025,"{""communication_services"":0.65,""consumer_discretionary"":0.18,""consumer_staples"":-0.05,""energy"":0.12,""financials"":0.08,""health_care"":0.05,""industrials"":0.14,""information_technology"":0.22,""materials"":0.03,""real_estate"":-0.06,""utilities"":-0.18}"
11_26_2024,"{""Communication Services"":0.1,""Consumer Discretionary"":-0.2,""Consumer Staples"":0.2,""Energy"":-0.1,""Financials"":0.1,""Health Care"":-0.2,""Industrials"":-0.1,""Information Technology"":0.0,""Materials"":-0.1,""Real Estate"":0.0,""Utilities"":0.0}"
11_26_2025,"{
  ""Communication Services"": 0.78,
  ""Consumer Discretionary"": 0.33,
  ""Consumer Staples"": -0.12,
  ""Energy"": -0.22,
  ""Financials"": 0.21,
  ""Health Care"": 0.05,
  ""Industrials"": -0.18,
  ""Information Technology"": 0.72,
  ""Materials"": -0.31,
  ""Real Estate"": 0.02,
  ""Utilities"": 0.17
}"
11_27_2024,"{""Communication Services"":0.15,""Consumer Discretionary"":-0.05,""Consumer Staples"":-0.2,""Energy"":-0.1,""Financials"":0.1,""Health Care"":0.0,""Industrials"":-0.15,""Information Technology"":-0.05,""Materials"":-0.1,""Real Estate"":-0.1,""Utilities"":0.0}"
11_29_2024,"{
  ""Information Technology"": 0.35,
  ""Health Care"": 0.08,
  ""Financials"": 0.28,
  ""Consumer Discretionary"": 0.12,
  ""Consumer Staples"": 0.05,
  ""Energy"": 0.15,
  ""Industrials"": 0.02,
  ""Materials"": -0.05,
  ""Utilities"": 0.0,
  ""Real Estate"": -0.03,
  ""Communication Services"": 0.1
}"
11_03_2025,"{""communication_services"":0.78,""consumer_discretionary"":0.22,""consumer_staples"":0.35,""energy"":0.18,""financials"":0.31,""health_care"":0.12,""industrials"":0.42,""information_technology"":0.84,""materials"":0.27,""real_estate"":0.15,""utilities"":0.24}"
11_05_2025,"{""Communication Services"":0.4,""Consumer Discretionary"":0.0,""Consumer Staples"":0.1,""Energy"":0.0,""Financials"":0.2,""Health Care"":-0.3,""Industrials"":-0.2,""Information Technology"":-0.4,""Materials"":-0.1,""Real Estate"":0.1,""Utilities"":-0.1}"
11_06_2025,"{
  ""Communication Services"": 0.1,
  ""Consumer Discretionary"": -0.15,
  ""Consumer Staples"": -0.05,
  ""Energy"": 0.05,
  ""Financials"": 0.0,
  ""Health Care"": 0.1,
  ""Industrials"": -0.2,
  ""Information Technology"": 0.15,
  ""Materials"": -0.05,
  ""Real Estate"": 0.0,
  ""Utilities"": 0.05
}"
11_07_2025,"{
  ""Communication Services"": 0.18,
  ""Consumer Discretionary"": 0.42,
  ""Consumer Staples"": -0.12,
  ""Energy"": 0.05,
  ""Financials"": 0.14,
  ""Health Care"": 0.06,
  ""Industrials"": -0.18,
  ""Information Technology"": 0.27,
  ""Materials"": -0.05,
  ""Real Estate"": 0.22,
  ""Utilities"": 0.02
}"
12_03_2024,"{
  ""Communication Services"": 0.2,
  ""Consumer Discretionary"": 0.15,
  ""Consumer Staples"": 0.25,
  ""Energy"": 0.05,
  ""Financials"": 0.3,
  ""Health Care"": 0.1,
  ""Industrials"": 0.05,
  ""Information Technology"": 0.2,
  ""Materials"": -0.15,
  ""Real Estate"": -0.05,
  ""Utilities"": 0.0
}"
12_04_2024,"{""Communication Services"":0.58,""Consumer Discretionary"":0.14,""Consumer Staples"":-0.08,""Energy"":0.33,""Financials"":0.46,""Health Care"":0.37,""Industrials"":0.11,""Information Technology"":0.72,""Materials"":0.22,""Real Estate"":-0.12,""Utilities"":0.05}"
12_05_2024,"{
  ""information_technology"": 0.55,
  ""communication_services"": 0.35,
  ""consumer_discretionary"": 0.72,
  ""consumer_staples"": -0.12,
  ""energy"": 0.05,
  ""financials"": 0.48,
  ""health_care"": 0.62,
  ""industrials"": 0.44,
  ""materials"": 0.18,
  ""real_estate"": 0.22,
  ""utilities"": 0.06
}"
12_10_2024,"{""S&P 500"":{""sentiment"":0.35},""Information Technology"":{""sentiment"":0.6},""Health Care"":{""sentiment"":-0.15},""Financials"":{""sentiment"":0.2},""Consumer Discretionary"":{""sentiment"":0.45},""Consumer Staples"":{""sentiment"":0.1},""Energy"":{""sentiment"":-0.05},""Utilities"":{""sentiment"":0.05},""Industrials"":{""sentiment"":0.25},""Materials"":{""sentiment"":0.05},""Real Estate"":{""sentiment"":0.15},""Communication Services"":{""sentiment"":0.4}}"
12_10_2025,"{""Communication Services"":0.25,""Consumer Discretionary"":0.35,""Consumer Staples"":0.1,""Energy"":0.45,""Financials"":0.2,""Health Care"":0.15,""Industrials"":0.3,""Information Technology"":0.55,""Materials"":0.25,""Real Estate"":0.05,""Utilities"":0.1}"
12_11_2024,"{
  ""Information Technology"": 0.35,
  ""Health Care"": 0.22,
  ""Financials"": 0.18,
  ""Consumer Discretionary"": 0.05,
  ""Consumer Staples"": -0.08,
  ""Energy"": -0.18,
  ""Industrials"": 0.12,
  ""Materials"": 0.04,
  ""Utilities"": 0.03,
  ""Real Estate"": 0.09,
  ""Communication Services"": 0.28,
  ""S&P 500"": 0.14
}"
12_11_2025,"{""Communication Services"":0.3,""Consumer Discretionary"":0.45,""Consumer Staples"":0.1,""Energy"":-0.1,""Financials"":0.15,""Health Care"":0.25,""Industrials"":0.2,""Information Technology"":0.35,""Materials"":0.0,""Real Estate"":0.1,""Utilities"":0.05}"
12_12_2024,"{""Communication_services"":0.18,""Consumer_discretionary"":0.32,""Consumer_staples"":0.11,""Energy"":0.07,""Financials"":0.28,""Health_care"":0.05,""Industrials"":0.21,""Information_technology"":0.34,""Materials"":0.12,""Real_estate"":0.19,""Utilities"":0.09}"
12_12_2025,"{""Communication Services"":0.42,""Consumer Discretionary"":0.18,""Consumer Staples"":0.12,""Energy"":0.15,""Financials"":0.28,""Health Care"":0.22,""Industrials"":0.31,""Information Technology"":0.19,""Materials"":0.17,""Real Estate"":0.09,""Utilities"":0.26}"
12_13_2024,"{
  ""information_technology"": 0.78,
  ""communication_services"": 0.55,
  ""consumer_discretionary"": 0.48,
  ""consumer_staples"": 0.22,
  ""health_care"": 0.12,
  ""financials"": 0.36,
  ""industrials"": 0.41,
  ""materials"": 0.18,
  ""energy"": 0.27,
  ""utilities"": 0.05,
  ""real_estate"": -0.08,
  ""extra"": 0.3
}"
12_15_2025,"{""communication_services"":0.35,""consumer_discretionary"":0.2,""consumer_staples"":0.15,""energy"":-0.05,""financials"":0.1,""health_care"":0.2,""industrials"":0.15,""information_technology"":0.45,""materials"":0.05,""real_estate"":0.1,""utilities"":0.0}"
12_16_2024,"{
  ""Communication Services"": 0.2,
  ""Consumer Discretionary"": 0.25,
  ""Consumer Staples"": 0.15,
  ""Energy"": 0.3,
  ""Financials"": 0.1,
  ""Health Care"": 0.05,
  ""Industrials"": 0.0,
  ""Information Technology"": 0.35,
  ""Materials"": -0.1,
  ""Real Estate"": -0.05,
  ""Utilities"": 0.1
}"
12_16_2025,"{""Communication Services"":0.25,""Consumer Discretionary"":0.2,""Consumer Staples"":-0.15,""Energy"":0.3,""Financials"":0.15,""Health Care"":-0.05,""Industrials"":0.1,""Information Technology"":0.4,""Materials"":0.2,""Real Estate"":-0.1,""Utilities"":-0.05}"
12_17_2024,"{""Communication Services"":0.25,""Consumer Discretionary"":0.3,""Consumer Staples"":0.15,""Energy"":0.2,""Financials"":0.35,""Health Care"":0.1,""Industrials"":0.2,""Information Technology"":0.45,""Materials"":0.05,""Real Estate"":0.0,""Utilities"":0.0}"
12_17_2025,"{""Consumer Discretionary"":0.42,""Consumer Staples"":0.18,""Energy"":0.67,""Financials"":0.21,""Health Care"":0.14,""Industrials"":0.31,""Information Technology"":0.86,""Materials"":0.44,""Real Estate"":-0.06,""Utilities"":0.09,""Communication Services"":0.63}"
12_18_2025,"{""Communication Services"":0.15,""Consumer Discretionary"":0.25,""Consumer Staples"":0.1,""Energy"":0.05,""Financials"":0.2,""Health Care"":0.1,""Industrials"":0.18,""Information Technology"":0.45,""Materials"":0.08,""Real Estate"":0.05,""Utilities"":0.02}"
12_19_2024,"{
  ""S&P 500"": 0.15,
  ""Information Technology"": 0.05,
  ""Health Care"": 0.12,
  ""Financials"": 0.22,
  ""Consumer Discretionary"": 0.18,
  ""Consumer Staples"": 0.08,
  ""Energy"": 0.14,
  ""Industrials"": 0.16,
  ""Materials"": 0.1,
  ""Utilities"": 0.06,
  ""Real Estate"": -0.05,
  ""Communication Services"": 0.09
}"
12_19_2025,"{""Communication Services"":0.25,""Consumer Discretionary"":-0.35,""Consumer Staples"":-0.15,""Energy"":0.2,""Financials"":0.15,""Health Care"":0.35,""Industrials"":0.3,""Information Technology"":0.4,""Materials"":0.05,""Real Estate"":-0.25,""Utilities"":0.2}"
12_01_2025,"{""Communication Services"":0.45,""Consumer Discretionary"":0.35,""Consumer Staples"":0.25,""Energy"":0.15,""Financials"":0.1,""Health Care"":-0.05,""Industrials"":-0.15,""Information Technology"":0.05,""Materials"":0.2,""Real Estate"":-0.1,""Utilities"":0.0}"
12_20_2024,"{""Communication Services"":0.1,""Consumer Discretionary"":-0.3,""Consumer Staples"":0.25,""Energy"":0.15,""Financials"":-0.05,""Health Care"":-0.15,""Industrials"":-0.1,""Information Technology"":-0.2,""Materials"":-0.05,""Real Estate"":0.0,""Utilities"":0.05}"
12_22_2025,"{
  ""Communication Services"": 0.72,
  ""Consumer Discretionary"": 0.38,
  ""Consumer Staples"": 0.21,
  ""Energy"": 0.58,
  ""Financials"": 0.19,
  ""Health Care"": 0.08,
  ""Industrials"": 0.14,
  ""Information Technology"": 0.65,
  ""Materials"": 0.44,
  ""Real Estate"": -0.07,
  ""Utilities"": 0.05
}"
12_23_2024,"{""Communication Services"":0.15,""Consumer Discretionary"":0.05,""Consumer Staples"":0.1,""Energy"":-0.05,""Financials"":0.12,""Health Care"":0.08,""Industrials"":0.0,""Information Technology"":0.18,""Materials"":-0.02,""Real Estate"":-0.12,""Utilities"":0.0}"
12_23_2025,"{
  ""Communication Services"": 0.25,
  ""Consumer Discretionary"": 0.35,
  ""Consumer Staples"": 0.2,
  ""Energy"": 0.05,
  ""Financials"": 0.15,
  ""Health Care"": 0.65,
  ""Industrials"": 0.3,
  ""Information Technology"": 0.4,
  ""Materials"": 0.45,
  ""Real Estate"": 0.1,
  ""Utilities"": 0.15
}"
12_24_2024,"{""Communication Services"":0.45,""Consumer Discretionary"":0.55,""Consumer Staples"":0.35,""Energy"":0.4,""Financials"":0.3,""Health Care"":-0.1,""Industrials"":0.5,""Information Technology"":0.65,""Materials"":0.15,""Real Estate"":-0.05,""Utilities"":0.05}"
12_24_2025,"{
  ""communication_services"": 0.15,
  ""consumer_discretionary"": 0.28,
  ""consumer_staples"": 0.12,
  ""energy"": 0.05,
  ""financials"": 0.08,
  ""health_care"": 0.22,
  ""industrials"": 0.1,
  ""information_technology"": 0.14,
  ""materials"": 0.32,
  ""real_estate"": -0.1,
  ""utilities"": 0.02
}"
12_26_2024,"{""Information Technology"":0.2,""Health Care"":0.05,""Financials"":-0.25,""Consumer Discretionary"":0.15,""Consumer Staples"":0.1,""Energy"":0.35,""Materials"":0.25,""Industrials"":0.1,""Utilities"":0.05,""Real Estate"":0.0,""Communication Services"":0.2,""Basic Materials"":0.25}"
12_26_2025,"{""Communication Services"":0.35,""Consumer Discretionary"":0.22,""Consumer Staples"":0.12,""Energy"":0.28,""Financials"":0.18,""Health Care"":0.42,""Industrials"":0.24,""Information Technology"":0.33,""Materials"":0.57,""Real Estate"":-0.12,""Utilities"":0.05}"
12_27_2024,"{
  ""Energy"": 0.15,
  ""Materials"": -0.1,
  ""Industrials"": 0.1,
  ""Consumer Discretionary"": 0.35,
  ""Consumer Staples"": 0.2,
  ""Health Care"": 0.0,
  ""Financials"": 0.25,
  ""Information Technology"": 0.6,
  ""Communication Services"": 0.45,
  ""Utilities"": -0.05,
  ""Real Estate"": -0.1
}"
12_29_2025,"{""Communication Services"":0.29,""Consumer Discretionary"":0.41,""Consumer Staples"":0.18,""Energy"":0.25,""Financials"":0.22,""Health Care"":0.05,""Industrials"":0.34,""Information Technology"":0.62,""Materials"":0.48,""Real Estate"":0.14,""Utilities"":0.11}"
12_02_2025,"{""Communication Services"":0.72,""Consumer Discretionary"":0.48,""Consumer Staples"":0.22,""Energy"":0.11,""Financials"":0.34,""Health Care"":0.18,""Industrials"":0.29,""Information Technology"":0.63,""Materials"":0.27,""Real Estate"":0.08,""Utilities"":0.05}"
12_30_2024,"{
  ""information_technology"": 0.72,
  ""health_care"": 0.34,
  ""financials"": 0.41,
  ""consumer_discretionary"": 0.18,
  ""consumer_staples"": 0.12,
  ""industrials"": 0.15,
  ""materials"": 0.22,
  ""energy"": -0.08,
  ""utilities"": 0.2,
  ""real_estate"": -0.22,
  ""communication_services"": 0.5
}"
12_30_2025,"{""Communication Services"":0.2,""Consumer Discretionary"":0.15,""Consumer Staples"":0.05,""Energy"":0.1,""Financials"":0.1,""Health Care"":0.2,""Industrials"":0.35,""Information Technology"":0.45,""Materials"":0.6,""Real Estate"":-0.05,""Utilities"":0.0}"
12_31_2024,"{""Communication Services"":0.38,""Consumer Discretionary"":0.46,""Consumer Staples"":0.12,""Energy"":-0.08,""Financials"":0.22,""Health Care"":0.05,""Industrials"":0.18,""Materials"":0.29,""Real Estate"":0.31,""Technology"":0.57,""Utilities"":0.14}"
12_31_2025,"{""communication_services"":0.35,""consumer_discretionary"":0.15,""consumer_staples"":0.05,""energy"":-0.1,""financials"":0.25,""health_care"":0.2,""industrials"":0.3,""information_technology"":0.45,""materials"":0.4,""real_estate"":0.1,""utilities"":0.2}"
12_04_2025,"{
  ""Communication Services"": 0.1,
  ""Consumer Discretionary"": 0.05,
  ""Consumer Staples"": 0.25,
  ""Energy"": 0.05,
  ""Financials"": -0.05,
  ""Health Care"": 0.1,
  ""Industrials"": -0.1,
  ""Information Technology"": -0.2,
  ""Materials"": -0.05,
  ""Real Estate"": 0.0,
  ""Utilities"": 0.0
}"
12_05_2025,"{""Consumer Discretionary"":0.62,""Consumer Staples"":0.38,""Energy"":0.71,""Financials"":0.48,""Health Care"":0.56,""Industrials"":0.41,""Information Technology"":0.74,""Materials"":0.66,""Real Estate"":0.29,""Utilities"":0.58,""Communication Services"":0.52}"
12_08_2025,"{
  ""Communication Services"": 0.65,
  ""Consumer Discretionary"": 0.4,
  ""Consumer Staples"": 0.2,
  ""Energy"": 0.35,
  ""Financials"": 0.55,
  ""Health Care"": 0.25,
  ""Industrials"": 0.45,
  ""Information Technology"": 0.7,
  ""Materials"": 0.6,
  ""Real Estate"": 0.15,
  ""Utilities"": 0.05
}"
12_09_2025,"{
  ""Communication Services"": 0.76,
  ""Consumer Discretionary"": 0.28,
  ""Consumer Staples"": 0.19,
  ""Energy"": 0.06,
  ""Financials"": 0.22,
  ""Health Care"": 0.21,
  ""Industrials"": 0.18,
  ""Information Technology"": 0.67,
  ""Materials"": -0.04,
  ""Real Estate"": -0.18,
  ""Utilities"": 0.03
}"
01_12_2026,"{
  ""Information Technology"": 0.1,
  ""Health Care"": 0.0,
  ""Financials"": -0.55,
  ""Consumer Discretionary"": -0.15,
  ""Consumer Staples"": 0.2,
  ""Energy"": -0.2,
  ""Industrials"": 0.05,
  ""Materials"": 0.15,
  ""Utilities"": 0.0,
  ""Real Estate"": -0.3,
  ""Communication Services"": 0.05
}"
01_13_2026,"{""consumer_discretionary"":0.38,""consumer_staples"":0.12,""energy"":0.22,""financials"":0.74,""health_care"":0.31,""industrials"":0.41,""information_technology"":0.68,""materials"":0.27,""real_estate"":0.05,""utilities"":0.18,""communication_services"":0.36}"
01_14_2026,"{
  ""Communication Services"": 0.35,
  ""Consumer Discretionary"": 0.1,
  ""Consumer Staples"": 0.05,
  ""Energy"": 0.2,
  ""Financials"": 0.25,
  ""Health Care"": 0.0,
  ""Industrials"": 0.3,
  ""Information Technology"": 0.15,
  ""Materials"": 0.55,
  ""Real Estate"": -0.15,
  ""Utilities"": -0.05
}"
